humanLabel,uniLabel,orgLabel,orglocationLabel,orgcountryLabel
Göran Sandberg,Umeå University,Umeå University,Umeå,Sweden
Karl-Gustaf Löfgren,Umeå University,Umeå University,Umeå,Sweden
Peter Sköld,Umeå University,Umeå University,Umeå,Sweden
Tor Troéng,Umeå University,Umeå University,Umeå,Sweden
Inge-Bert Täljedal,Umeå University,Umeå University,Umeå,Sweden
Anders Öhman,Umeå University,Umeå University,Umeå,Sweden
Stefan Svallfors,Umeå University,Umeå University,Umeå,Sweden
Anders Westlund,Umeå University,Stockholm School of Economics,Umeå,Sweden
Anders Westlund,Umeå University,Umeå University,Umeå,Sweden
Stefan Jansson,Umeå University,Umeå University,Umeå,Sweden
Jonny Holmstrom,Umeå University,Umeå University,Umeå,Sweden
Gunnel Gustafsson,Umeå University,Umeå University,Umeå,Sweden
Lena Berggren,Umeå University,Umeå University,Umeå,Sweden
Fredrik Elgh,Umeå University,Umeå University,Umeå,Sweden
Fredrik Elgh,Umeå University,Norrland's University Hospital,Umeå,Sweden
Fredrik Elgh,Umeå University,Umeå University,Umeå,Sweden
Fredrik Elgh,Umeå University,Norrland's University Hospital,Umeå,Sweden
Britta Lundgren,Umeå University,Umeå University,Umeå,Sweden
Pär K. Ingvarsson,Umeå University,Umeå University,Umeå,Sweden
Pär K. Ingvarsson,Umeå University,Swedish University of Agricultural Sciences,Umeå,Sweden
Anders Eklund,Umeå University,Umeå University,Umeå,Sweden
Anders Sjöstedt,Umeå University,Umeå University,Umeå,Sweden
Pär Nordin,Umeå University,Umeå University,Umeå,Sweden
Karl-Fredrik Norrback,Umeå University,Umeå University,Umeå,Sweden
Jiguo Yu,Umeå University,Umeå University,Umeå,Sweden
Jiguo Yu,Umeå University,Mid Sweden University,Umeå,Sweden
Gunilla Lindström,Umeå University,Umeå University,Umeå,Sweden
Gunilla Lindström,Umeå University,Örebro University,Umeå,Sweden
Gunilla Lindström,Umeå University,national public health institute,Umeå,Sweden
Gunilla Lindström,Umeå University,Umeå University,Örebro,Sweden
Lars-Erik Persson,Umeå University,Luleå University of Technology,Luleå,Sweden
Jan Lexell,Umeå University,Lund University,Luleå,Sweden
Jan Lexell,Umeå University,Luleå University of Technology,Luleå,Sweden
Anders Fällström,Umeå University,Mid Sweden University,Sundsvall,Sweden
Jiguo Yu,Umeå University,Umeå University,Sundsvall,Sweden
Jiguo Yu,Umeå University,Mid Sweden University,Sundsvall,Sweden
Anders Fällström,Umeå University,Mid Sweden University,Östersund,Sweden
Jiguo Yu,Umeå University,Umeå University,Östersund,Sweden
Jiguo Yu,Umeå University,Mid Sweden University,Östersund,Sweden
Agneta Herlitz,Umeå University,Karolinska Institute,Wilmersdorf,Germany
Agneta Herlitz,Umeå University,Max Planck Institute for Human Development,Wilmersdorf,Germany
Leif Lindmark,Umeå University,Stockholm School of Economics,Vasastaden,Sweden
Anders Westlund,Umeå University,Stockholm School of Economics,Vasastaden,Sweden
Anders Westlund,Umeå University,Umeå University,Vasastaden,Sweden
Johan Eriksson,Umeå University,Södertörn University,Flemingsberg,Sweden
Lars-Erik Persson,Umeå University,Luleå University of Technology,Porsön,Sweden
Jan Lexell,Umeå University,Lund University,Porsön,Sweden
Jan Lexell,Umeå University,Luleå University of Technology,Porsön,Sweden
Johan Eriksson,Umeå University,Södertörn University,Huddinge,Sweden
Susanne Kelfve,Stockholm University,Linköping University,Stockholm,Sweden
Julia Uddén,Stockholm University,Stockholm University,Stockholm,Sweden
Julia Uddén,Stockholm University,F.C. Donders Centre for Cognitive Neuroimaging,Stockholm,Sweden
Julia Uddén,Stockholm University,Max-Planck-Institute for Psycholinguistics,Stockholm,Sweden
Angela Adamo,Stockholm University,Stockholm University,Stockholm,Sweden
Mohammed Saqr,Stockholm University,Stockholm University,Stockholm,Sweden
Peter Järver,Stockholm University,Laboratory of Molecular Biology,Stockholm,Sweden
Peter Järver,Stockholm University,Karolinska Institute,Stockholm,Sweden
Peter Järver,Stockholm University,Stockholm University,Stockholm,Sweden
Peter Järver,Stockholm University,Laboratory of Molecular Biology,Stockholm,Sweden
Peter Järver,Stockholm University,Karolinska Institute,Stockholm,Sweden
Peter Järver,Stockholm University,Stockholm University,Stockholm,Sweden
Jaime De La Cruz Rodríguez,Stockholm University,Uppsala University,Stockholm,Sweden
Jaime De La Cruz Rodríguez,Stockholm University,Stockholm University,Stockholm,Sweden
Lisa Deutsch,Stockholm University,Stockholm University,Stockholm,Sweden
Yves Zenou,Stockholm University,Stockholm University,Stockholm,Sweden
Mattias Edén,Stockholm University,Stockholm University,Stockholm,Sweden
Robert Östling,Stockholm University,University of Helsinki,Stockholm,Sweden
Robert Östling,Stockholm University,Stockholm University,Stockholm,Sweden
Bo Melin,Stockholm University,Karolinska Institute,Stockholm,Sweden
Q65273185,Stockholm University,Royal Institute of Technology,Stockholm,Sweden
Sara Strandberg,Stockholm University,Stockholm University,Stockholm,Sweden
Wendell A. Mordy,Stockholm University,Stockholm University,Stockholm,Sweden
Wendell A. Mordy,Stockholm University,University of Miami,Stockholm,Sweden
Wendell A. Mordy,Stockholm University,"University of Nevada, Reno",Stockholm,Sweden
Wendell A. Mordy,Stockholm University,Science Museum of Minnesota,Stockholm,Sweden
Wendell A. Mordy,Stockholm University,Center for the Study of Democratic Institutions,Stockholm,Sweden
Wendell A. Mordy,Stockholm University,Desert Research Institute,Stockholm,Sweden
Wendell A. Mordy,Stockholm University,Hawaii Agriculture Research Center,Stockholm,Sweden
Jaime De La Cruz Rodríguez,Stockholm University,Uppsala University,Uppsala,Sweden
Jaime De La Cruz Rodríguez,Stockholm University,Stockholm University,Uppsala,Sweden
Andreas Solders,Stockholm University,Uppsala University,Uppsala,Sweden
E. Bergeaas Kuutmann,Stockholm University,Uppsala University,Uppsala,Sweden
E. Bergeaas Kuutmann,Stockholm University,DESY,Uppsala,Sweden
Itai Panas,Stockholm University,Chalmers University of Technology,Gothenburg,Sweden
Susanne Kelfve,Stockholm University,Linköping University,Linköping,Sweden
Q60971072,Stockholm University,Mid Sweden University,Sundsvall,Sweden
Q60971072,Stockholm University,Mid Sweden University,Östersund,Sweden
Simon Candelaresi,Stockholm University,University of Stuttgart,Dundee,United Kingdom
Simon Candelaresi,Stockholm University,University of Glasgow,Dundee,United Kingdom
Simon Candelaresi,Stockholm University,University of Dundee,Dundee,United Kingdom
Julia Uddén,Stockholm University,Stockholm University,Q13729283,Netherlands
Julia Uddén,Stockholm University,F.C. Donders Centre for Cognitive Neuroimaging,Q13729283,Netherlands
Julia Uddén,Stockholm University,Max-Planck-Institute for Psycholinguistics,Q13729283,Netherlands
Staffan Nilsson,Stockholm University,Stockholm University,Stockholm,Sweden
Kenneth Nelson,Stockholm University,Stockholm University,Stockholm,Sweden
Linda Hinners,Stockholm University,Nationalmuseum,Stockholm,Sweden
Bengt Oberger,Stockholm University,Swedish International Development Cooperation Agency,Stockholm,Sweden
Bengt Oberger,Stockholm University,SwedeCorp,Stockholm,Sweden
Gunnar Blom,Stockholm University,Lund University,Lund,Sweden
Gunnar Blom,Stockholm University,Perstorp AB,Lund,Sweden
Gunnar Blom,Stockholm University,Swedish Sugar Company,Lund,Sweden
Kerstin Jonasson,Stockholm University,Uppsala University,Uppsala,Sweden
Linda Hinners,Stockholm University,Nationalmuseum,Norrmalm,Sweden
Bo Sommarström,Stockholm University,Museum of Ethnography,Gärdet,Sweden
Bo Sommarström,Stockholm University,Museum of Ethnography,Wallingatan,Sweden
Yunguo Li,Royal Institute of Technology,University College London,London,United Kingdom
Yunguo Li,Royal Institute of Technology,Royal Institute of Technology,London,United Kingdom
Xi Pang,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Yunguo Li,Royal Institute of Technology,University College London,Stockholm,Sweden
Yunguo Li,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Anastasia V Riazanova,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Mikaela Wiking,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
PerMagnus Lindborg,Royal Institute of Technology,Nanyang Technological University,Stockholm,Sweden
PerMagnus Lindborg,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Karim Elgammal,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Alireza Hajian,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Gustav Martinsson,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Joachim Oberhammer,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Pierre Nyquist,Royal Institute of Technology,Brown University,Stockholm,Sweden
Pierre Nyquist,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Andrew Frampton,Royal Institute of Technology,Stockholm University,Stockholm,Sweden
Henrik Aspeborg,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Liyun Yang,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Robert Östling,Royal Institute of Technology,University of Helsinki,Stockholm,Sweden
Robert Östling,Royal Institute of Technology,Stockholm University,Stockholm,Sweden
Hedvig Kjellström,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Björn Granström,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Q65243883,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Erik G. Ström,Royal Institute of Technology,Chalmers University of Technology,Gothenburg,Sweden
Q64494215,Royal Institute of Technology,Luleå University of Technology,Luleå,Sweden
Q78329774,Royal Institute of Technology,Luleå University of Technology,Luleå,Sweden
Yunguo Li,Royal Institute of Technology,University College London,Bloomsbury,United Kingdom
Yunguo Li,Royal Institute of Technology,Royal Institute of Technology,Bloomsbury,United Kingdom
Marta Larusdottir,Royal Institute of Technology,Anglia Ruskin University,Chelmsford,United Kingdom
Q64494215,Royal Institute of Technology,Luleå University of Technology,Porsön,Sweden
Q78329774,Royal Institute of Technology,Luleå University of Technology,Porsön,Sweden
Peter Hedström,Luleå University of Technology,Royal Institute of Technology,Stockholm,Sweden
Danil Korelskiy,Luleå University of Technology,Luleå University of Technology,Luleå,Sweden
Josef Hallberg,Luleå University of Technology,Luleå University of Technology,Luleå,Sweden
Jonas Ekman,Luleå University of Technology,Luleå University of Technology,Luleå,Sweden
Q64494215,Luleå University of Technology,Luleå University of Technology,Luleå,Sweden
Love Alm,Luleå University of Technology,Swedish Institute of Space Physics,Kiruna,Sweden
Danil Korelskiy,Luleå University of Technology,Luleå University of Technology,Porsön,Sweden
Josef Hallberg,Luleå University of Technology,Luleå University of Technology,Porsön,Sweden
Jonas Ekman,Luleå University of Technology,Luleå University of Technology,Porsön,Sweden
Q64494215,Luleå University of Technology,Luleå University of Technology,Porsön,Sweden
Ulrika Marklund,Umeå University,Karolinska Institute,Stockholm,Sweden
Martin I Lind,Umeå University,Uppsala University,Uppsala,Sweden
Tomas Brodin,Umeå University,ETH Zurich,Uppsala,Sweden
Tomas Brodin,Umeå University,Swedish University of Agricultural Sciences,Uppsala,Sweden
Göran Arnqvist,Umeå University,Uppsala University,Uppsala,Sweden
Ulf Bergström,Umeå University,Swedish University of Agricultural Sciences,Uppsala,Sweden
Ulf Bergström,Umeå University,National Board of Fisheries,Uppsala,Sweden
Louise Eriksson,Umeå University,Kristianstad University College,Linköping,Sweden
Louise Eriksson,Umeå University,Umeå University,Linköping,Sweden
Louise Eriksson,Umeå University,Swedish National Road and Transport Research Institute,Linköping,Sweden
Syed Moniruzzaman,Umeå University,Karlstad University,Karlstad,Sweden
Maria Josefsson,Umeå University,Umeå University,Umeå,Sweden
Sara Pudas,Umeå University,Umeå University,Umeå,Sweden
Rolf Adolfsson,Umeå University,Umeå University,Umeå,Sweden
Urban Lindgren,Umeå University,Umeå University,Umeå,Sweden
Stina Jakobsson,Umeå University,Umeå University,Umeå,Sweden
Stina Jakobsson,Umeå University,Jämtland County Council,Umeå,Sweden
Bernt Eric Uhlin,Umeå University,Umeå University,Umeå,Sweden
Pär Jonsson,Umeå University,Umeå University,Umeå,Sweden
C Ottander,Umeå University,Umeå University,Umeå,Sweden
Katarina Andersson,Umeå University,Umeå University,Umeå,Sweden
Richard Bindler,Umeå University,Umeå University,Umeå,Sweden
Jan Olsson,Umeå University,Umeå University,Umeå,Sweden
Q56241756,Umeå University,Umeå University,Umeå,Sweden
Louise Eriksson,Umeå University,Kristianstad University College,Umeå,Sweden
Louise Eriksson,Umeå University,Umeå University,Umeå,Sweden
Louise Eriksson,Umeå University,Swedish National Road and Transport Research Institute,Umeå,Sweden
Ingemar Johansson Sevä,Umeå University,Umeå University,Umeå,Sweden
Lars Nyberg,Umeå University,Umeå University,Umeå,Sweden
Gunilla Lindström,Umeå University,Örebro University,Örebro,Sweden
Gunilla Lindström,Umeå University,national public health institute,Örebro,Sweden
Louise Eriksson,Umeå University,Kristianstad University College,Kristianstad,Sweden
Louise Eriksson,Umeå University,Umeå University,Kristianstad,Sweden
Louise Eriksson,Umeå University,Swedish National Road and Transport Research Institute,Kristianstad,Sweden
Anders Martin-Löf,Royal Institute of Technology,Stockholm University,Stockholm,Sweden
Arne Bjerhammar,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Axel Hultgren,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Georgia Destouni,Royal Institute of Technology,Stockholm University,Stockholm,Sweden
Georgia Destouni,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Georgia Destouni,Royal Institute of Technology,Stockholm University,Stockholm,Sweden
Georgia Destouni,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Astrid Gräslund,Royal Institute of Technology,Stockholm University,Stockholm,Sweden
Astrid Gräslund,Royal Institute of Technology,Umeå University,Stockholm,Sweden
Halina Neujahr,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Carl-Gunne Fälthammar,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
Conny Palm,Royal Institute of Technology,Royal Institute of Technology,Stockholm,Sweden
